id,completiontime,pagesubmitp,pagesubmit1,pagesubmit2,pagesubmit3,pagesubmit4,submissiontime,agenum,gender,gencond,condition,decision1,decision2,decision3,decision4,risktaking,posout,posfeel,negout,negfeel,recipient,experiencedemotions,interaction,gloomy,eggplant,nyc,attentioncheck,validity,excluded,submissiontimestat,code,zre_1,zre_2,recipient_mc,experiencedemotions_mc
1611,1440,214.964,282.279,274.753,240.252,241.636,1253.884,66,2,1,1,0,0,0,0,0,1,1,5,5,0,0,0,1,1,1,1,1,0,1,A29621bcde,-1.65284371587847,-1.65284371587847,0,0
1617,732,105.493,94.9,100.194,99.118,86.592,486.297,49,2,1,1,0,0,0,0,0,1,1,6,6,0,0,0,1,1,1,1,1,0,1,papers89,-1.41631475417621,-1.41631475417621,0,0
1639,1550,231.074,268.348,293.788,253.217,227.559,1273.986,53,2,1,1,1,0,1,0,2,5,5,2,1,0,0,0,1,1,1,1,1,0,1,lindas21,-0.682565448628221,-0.682565448628221,0,0
1640,2074,449.128,329.046,368.43,417.09,316.621,1880.315,58,2,1,1,0,1,1,1,3,4,4,0,0,0,0,0,1,1,1,1,1,0,1,ASP2323567,0.0391026466991614,0.0391026466991619,0,0
1641,478,115.494,72.875,74.931,76.462,49.215,388.977,33,2,1,1,1,0,1,1,3,5,4,5,5,0,0,0,1,1,1,1,1,0,1,2075143754,1.22174745521045,1.22174745521045,0,0
1656,1637,172.302,275.206,286.341,222.73,478.669,1435.248,43,2,1,1,1,0,1,1,3,4,4,5,4,0,0,0,1,1,1,1,1,0,1,IGGY0406,0.985218493508194,0.985218493508194,0,0
1679,779,96.112,172.478,129.824,123.051,109.789,631.254,33,2,1,1,0,0,0,1,1,1,1,5,5,0,0,0,1,1,1,1,1,0,1,JAM12345,-0.694646658848829,-0.69464665884883,0,0
1695,1243,129.322,216.46,203.227,270.223,244.898,1064.13,35,2,1,1,0,0,0,1,1,1,2,4,3,0,0,0,1,1,1,1,1,0,1,Funtimes1,-1.16770458225335,-1.16770458225335,0,0
1704,2412,304.904,464.145,343.969,515.478,431.671,2060.167,74,2,1,1,1,0,1,1,3,5,5,2,2,0,0,0,1,1,1,1,1,0,1,Atlantis9,0.512160570103678,0.512160570103678,0,0
1712,1506,143.925,193.064,169.307,183.694,179.871,869.861,24,2,1,1,0,0,1,0,1,3,1,4,1,0,0,0,1,1,1,1,1,0,1,plmokijn1,-1.64076250565786,-1.64076250565786,0,0
1731,1330,153.856,185.441,350.788,246.708,267.078,1203.871,31,2,1,1,0,0,1,1,2,5,5,1,0,0,0,0,1,1,1,1,1,0,1,asdqwe123,-0.919094410330479,-0.919094410330479,0,0
64,790,98.949,170.143,157.599,109.362,119.498,655.551,25,1,4,0,1,1,0,0,2,4,3,1,2,1,0,0,1,1,1,1,1,0,1,569lky45,-1.060741133803,-1.060741133803,1,0
86,1691,143.622,153.828,131.657,556.718,87.756,1073.581,28,1,4,0,1,1,1,1,4,4,4,2,2,1,0,0,1,1,1,1,1,0,1,g5557623,0.855652980256278,0.855652980256278,1,0
101,2505,895.809,259.918,411.259,416.175,369.225,2352.386,25,1,4,0,0,1,1,1,3,5,5,2,3,1,0,0,1,1,1,1,1,0,1,pizza242,0.133984884928895,0.133984884928895,1,0
118,2231,309.141,296.168,526.215,415.223,484.315,2031.062,36,1,4,0,1,0,1,1,3,5,5,3,3,1,0,0,1,1,1,1,1,0,1,DR80473HA,0.133984884928895,0.133984884928895,1,0
143,461,71.301,61.018,46.134,117.3,53.911,349.664,30,1,4,0,0,0,0,0,0,4,2,2,5,1,0,0,1,1,1,1,1,0,1,AA1LEMOA,-2.26754836275551,-2.26754836275551,1,0
162,1620,230.212,327.295,272.986,337.937,282.482,1450.912,44,1,4,0,1,1,0,1,3,4,4,2,2,1,0,0,1,1,1,1,1,0,1,Chegas999,-0.102544076773363,-0.102544076773363,1,0
165,3116,97.821,527.13,1209.312,199.67,114.657,2148.59,21,1,4,0,1,1,1,1,4,6,5,1,2,1,0,0,1,1,1,1,1,0,1,1DKJNCF2RE,0.855652980256278,0.855652980256278,1,0
174,1295,166.176,278.216,220.683,209.231,171.668,1045.974,64,1,4,0,1,1,1,1,4,5,3,1,1,1,0,0,1,1,1,1,1,0,1,a12345678,0.61912401855402,0.61912401855402,1,0
183,1235,154.491,259.861,195.337,197.236,187.126,994.051,50,1,4,0,1,1,1,1,4,6,6,1,0,1,0,0,1,1,1,1,1,0,1,abacab82,0.382595056851762,0.382595056851762,1,0
186,1706,224.701,282.726,177.855,174.239,111.683,971.204,36,1,4,0,1,1,1,0,3,6,5,0,0,1,0,0,1,1,1,1,1,0,1,1nothinbut,-0.575602000177879,-0.575602000177879,1,0
228,1532,164.146,243.085,255.654,328.717,403.8,1395.402,29,1,4,0,1,1,1,1,4,5,5,1,0,1,0,0,1,1,1,1,1,0,1,G667JU2E,0.382595056851762,0.382595056851762,1,0
229,2391,297.552,384.551,341.828,412.609,427.361,1863.901,36,1,4,0,1,1,0,1,3,5,5,1,1,1,0,0,1,1,1,1,1,0,1,1234567j,-0.339073038475621,-0.339073038475621,1,0
240,951,265.701,182.854,90.36,135.118,118.623,792.656,52,1,4,0,0,0,0,0,0,1,1,5,5,1,0,0,1,1,1,1,1,0,1,q1w2e3r4,-2.26754836275551,-2.26754836275551,1,0
248,950,93.383,188.874,210.155,159.269,122.548,774.229,47,1,4,0,1,0,1,1,3,5,5,3,2,1,0,0,1,1,1,1,1,0,1,ten10ten,-0.102544076773363,-0.102544076773363,1,0
258,776,161.3,97.726,75.001,69.468,73.008,476.503,22,1,4,0,0,0,1,0,1,2,2,5,5,1,0,0,1,1,1,1,1,0,1,Gaston11,-1.30935130572587,-1.30935130572587,1,0
275,794,118.929,116.25,123.267,90.951,63.588,512.985,35,1,4,0,1,0,0,0,1,3,4,4,4,1,0,0,1,1,1,1,1,0,1,banana100,-1.54588026742813,-1.54588026742813,1,0
281,677,82.387,146.652,94.376,110.4,123.326,557.141,24,1,4,0,1,1,0,1,3,4,5,5,5,1,0,0,1,1,1,1,1,0,1,Baseball12,0.607042808333412,0.607042808333411,1,0
285,828,150.169,131.516,153.468,125.236,119.657,680.046,68,1,4,0,1,1,1,0,3,4,4,2,2,1,0,0,1,1,1,1,1,0,1,grafton86,-0.102544076773363,-0.102544076773363,1,0
288,1052,117.667,237.397,260.116,125.73,142.567,883.477,30,1,4,0,1,1,1,1,4,5,5,1,2,1,0,0,1,1,1,1,1,0,1,justatest1,0.855652980256278,0.855652980256278,1,0
302,1174,297.623,176.684,140.554,192.352,160.537,967.75,23,1,4,0,1,1,1,1,4,5,5,1,1,1,0,0,1,1,1,1,1,0,1,eaglesguy9,0.61912401855402,0.61912401855402,1,0
306,932,72.895,329.628,139.101,113.529,112.773,767.926,43,1,4,0,1,1,1,1,4,4,4,1,1,1,0,0,1,1,1,1,1,0,1,rizzo143,0.61912401855402,0.61912401855402,1,0
327,1424,221.309,216,229.993,298.338,199.658,1165.298,27,1,4,0,1,1,1,1,4,5,5,4,5,1,0,0,1,1,1,1,1,0,1,ar909277,1.56523986536305,1.56523986536305,1,0
332,1548,292.942,323.271,244.258,240.149,269.724,1370.344,29,1,4,0,1,0,0,1,2,3,1,5,2,1,0,0,1,1,1,1,1,0,1,A1RWHQG1LE,-1.060741133803,-1.060741133803,1,0
333,1028,89.662,133.981,135.627,190.166,199.63,749.066,28,1,4,0,1,0,1,0,2,3,2,5,3,1,0,0,1,1,1,1,1,0,1,Ididit07,-0.824212172100745,-0.824212172100745,1,0
338,1567,698.039,110.575,346.242,157.956,91.084,1403.896,32,1,4,0,1,1,1,1,4,3,3,2,2,1,0,0,1,1,1,1,1,0,1,L98765439,0.855652980256278,0.855652980256278,1,0
354,1613,206.134,189.521,213.012,181.12,663.162,1452.949,33,1,4,0,0,1,0,1,2,3,3,3,3,1,0,0,1,1,1,1,1,0,1,seifer33,-0.824212172100745,-0.824212172100745,1,0
372,870,179.34,130.334,139.255,132.68,118.328,699.937,26,1,4,0,1,1,0,0,2,5,4,5,5,1,0,0,1,1,1,1,1,0,1,mycode123,-0.351154248696229,-0.35115424869623,1,0
376,2093,151.038,177.661,112.723,131.713,134.61,707.745,19,1,4,0,0,1,1,1,3,5,2,6,3,1,0,0,1,1,1,1,1,0,1,1A2dF2sf3,0.133984884928895,0.133984884928895,1,0
380,791,170.554,121.921,100.522,139.426,92.122,624.545,48,1,4,0,1,1,0,0,2,3,5,4,2,1,0,0,1,1,1,1,1,0,1,Cov1dHoax,-1.060741133803,-1.060741133803,1,0
383,2212,180.566,449.013,718.374,178.78,200.909,1727.642,52,1,4,0,0,1,0,1,2,5,5,3,2,1,0,0,1,1,1,1,1,0,1,WAKE2468,-1.060741133803,-1.060741133803,1,0
403,2005,343.064,424.097,372.654,313.547,284.353,1737.715,62,1,4,0,1,1,1,0,3,5,5,2,2,1,0,0,1,1,1,1,1,0,1,mango1234,-0.102544076773363,-0.102544076773363,1,0
408,1974,228.801,185.794,201.836,978.441,194.541,1789.413,33,1,4,0,1,0,1,1,3,5,5,2,2,1,0,0,1,1,1,1,1,0,1,8626Curly,-0.102544076773363,-0.102544076773363,1,0
412,804,72.534,168.834,125.94,117.365,110.174,594.847,68,1,4,0,0,0,0,0,0,1,3,4,4,1,0,0,1,1,1,1,1,0,1,Swineflu1,-2.50407732445777,-2.50407732445777,1,0
424,1360,259.887,299.337,314.77,252.806,116.5,1243.3,25,1,4,0,1,1,1,1,4,3,3,2,2,1,0,0,1,1,1,1,1,0,1,Abcde12345,0.855652980256278,0.855652980256278,1,0
439,889,96.983,154.478,221.238,135.916,177.851,786.466,19,1,4,0,1,1,1,1,4,5,5,2,1,1,0,0,1,1,1,1,1,0,1,MaskMan191,0.61912401855402,0.61912401855402,1,0
447,740,109.668,151.487,98.813,123.646,90.5,574.114,29,1,4,0,1,1,0,0,2,4,3,2,2,1,0,0,1,1,1,1,1,0,1,A57924618,-1.060741133803,-1.060741133803,1,0
448,510,67.992,81.306,75.97,85.617,87.576,398.461,33,1,4,0,1,1,1,1,4,4,4,4,2,1,0,0,1,1,1,1,1,0,1,A2VL4NTRZC,0.855652980256278,0.855652980256278,1,0
454,2153,206.856,602.138,398.759,406.152,256.579,1870.484,21,1,4,0,1,0,1,0,2,3,4,5,3,1,0,0,1,1,1,1,1,0,1,A20R9K3NM,-0.824212172100745,-0.824212172100745,1,0
465,1441,150.479,340.706,236.079,292.395,210.34,1229.999,68,1,4,0,1,1,1,1,4,5,2,1,0,1,0,0,1,1,1,1,1,0,1,warm4019,0.382595056851762,0.382595056851762,1,0
473,1153,125.771,234.676,142.393,242.564,234.63,980.034,21,1,4,0,0,1,1,1,3,0,4,5,5,1,0,0,1,1,1,1,1,0,1,Kir7hgs133,0.607042808333412,0.607042808333411,1,0
481,1491,142.487,285.924,471.458,226.286,191.427,1317.582,52,1,4,0,1,1,1,1,4,5,5,0,0,1,0,0,1,1,1,1,1,0,1,1manband2,0.382595056851762,0.382595056851762,1,0
484,923,75.641,159.19,144.716,211.049,210.252,800.848,25,1,4,0,1,1,1,1,4,5,5,3,4,1,0,0,1,1,1,1,1,0,1,OOMPA1LOOM,1.32871090366079,1.32871090366079,1,0
501,804,143.571,121.69,112.953,147.676,89.882,615.772,42,1,4,0,0,0,0,0,0,0,0,0,6,1,0,0,1,1,1,1,1,0,1,fuckYOU666,-2.03101940105325,-2.03101940105325,1,0
507,800,214.369,107.303,101.178,104.932,110.559,638.341,30,1,4,0,0,0,0,0,0,5,5,5,4,1,0,0,1,1,1,1,1,0,1,123asd456,-2.50407732445777,-2.50407732445777,1,0
513,1383,268.204,298.279,149.266,253.044,179.256,1148.049,25,1,4,0,1,1,1,1,4,6,6,0,0,1,0,0,1,1,1,1,1,0,1,AW9EDKKC3T,0.382595056851762,0.382595056851762,1,0
516,1525,182.897,368.854,200.204,300.173,285.203,1337.331,46,1,4,0,1,1,0,1,3,6,5,1,1,1,0,0,1,1,1,1,1,0,1,5325UK8541,-0.339073038475621,-0.339073038475621,1,0
524,841,135.279,116.642,247.446,90.577,62.751,652.695,26,1,4,0,1,1,1,1,4,3,2,3,4,1,0,0,1,1,1,1,1,0,1,1hwy5s4wf,1.32871090366079,1.32871090366079,1,0
541,803,171.746,134.952,91.975,157.171,122.998,678.842,29,1,4,0,1,1,1,1,4,6,6,0,2,1,0,0,1,1,1,1,1,0,1,abc123unme,0.855652980256278,0.855652980256278,1,0
570,1407,216.107,247.733,191.6,283.431,205.074,1143.945,41,1,4,0,0,1,1,1,3,4,2,2,2,1,0,0,1,1,1,1,1,0,1,SURVEY78,-0.102544076773363,-0.102544076773363,1,0
594,1319,107.753,222.13,196.943,338.815,316.071,1181.712,31,1,4,0,1,1,1,1,4,4,5,2,2,1,0,0,1,1,1,1,1,0,1,87345cdefr,0.855652980256278,0.855652980256278,1,0
602,1412,200.696,272.048,236.746,158.358,212.684,1080.532,40,1,4,0,1,1,0,1,3,3,3,3,3,1,0,0,1,1,1,1,1,0,1,a1skd128d9,0.133984884928895,0.133984884928895,1,0
607,467,97.289,85.726,46.195,49.302,53.648,332.16,22,1,4,0,0,0,1,0,1,3,3,3,4,1,0,0,1,1,1,1,1,0,1,Anthony123,-1.54588026742813,-1.54588026742813,1,0
617,3900,613.885,1065.138,875.458,452.463,644.123,3651.067,41,1,4,0,1,1,0,1,3,6,5,5,4,1,0,0,1,1,1,1,1,0,1,KTJB123456,0.370513846631153,0.370513846631153,1,0
623,1871,234.585,427.124,265.046,363.88,288.172,1578.807,38,1,4,0,1,0,0,1,2,4,4,3,1,1,0,0,1,1,1,1,1,0,1,Bruhaun69,-1.29727009550526,-1.29727009550526,1,0
667,1921,212.794,213.234,248.589,707.597,275.847,1658.061,54,1,4,0,1,1,1,1,4,5,5,1,1,1,0,0,1,1,1,1,1,0,1,wakefores1,0.61912401855402,0.61912401855402,1,0
673,2884,344.823,549.808,687.458,394.331,407.838,2384.258,60,1,4,0,0,0,0,0,0,2,1,5,3,1,0,0,1,1,1,1,1,0,1,Rnccnr023,-2.74060628616003,-2.74060628616003,1,0
686,1615,157.834,284.205,461.368,227.205,239.404,1370.016,56,1,4,0,1,1,1,1,4,5,5,2,1,1,0,0,1,1,1,1,1,0,1,1A234567,0.61912401855402,0.61912401855402,1,0
692,1303,305.077,238.733,171.185,199.241,142.938,1057.174,49,1,4,0,0,1,1,0,2,6,4,5,4,1,0,0,1,1,1,1,1,0,1,1lordlord,-0.587683210398488,-0.587683210398488,1,0
704,1480,181.269,200.939,243.38,326.741,330.844,1283.173,36,1,4,0,0,1,1,0,2,5,4,5,5,1,0,0,1,1,1,1,1,0,1,ScubaBob83,-0.351154248696229,-0.35115424869623,1,0
715,1817,164.756,323.785,265.459,293.591,373.742,1421.333,32,1,4,0,1,1,1,1,4,4,5,3,2,1,0,0,1,1,1,1,1,0,1,A1XGL2CNZY,0.855652980256278,0.855652980256278,1,0
727,887,136.971,139.6,132.853,140.851,110.278,660.553,18,1,4,0,1,1,1,1,4,6,6,1,1,1,0,0,1,1,1,1,1,0,1,A36367H2BK,0.61912401855402,0.61912401855402,1,0
728,1338,126.8,306.2,222.687,225.639,165.846,1047.172,49,1,4,0,1,0,1,1,3,5,5,2,2,1,0,0,1,1,1,1,1,0,1,10140324S,-0.102544076773363,-0.102544076773363,1,0
730,2386,270.876,315.523,673.709,575.938,353.344,2189.39,57,1,4,0,1,1,1,1,4,5,5,3,2,1,0,0,1,1,1,1,1,0,1,A1B2CDEFG,0.855652980256278,0.855652980256278,1,0
743,946,190.734,170.474,127.023,125.023,160.991,774.245,19,1,4,0,1,1,1,0,3,6,6,1,1,1,0,0,1,1,1,1,1,0,1,THOMAS333,-0.339073038475621,-0.339073038475621,1,0
748,985,84.752,144.621,153.227,162.944,154.811,700.355,39,1,4,0,0,1,0,1,2,2,2,4,3,1,0,0,1,1,1,1,1,0,1,g4758k876t,-0.824212172100745,-0.824212172100745,1,0
751,2765,240.742,487.95,596.489,676.931,439.261,2441.373,25,1,4,0,0,1,1,1,3,5,4,5,3,1,0,0,1,1,1,1,1,0,1,A3R3DGTF4M,0.133984884928895,0.133984884928895,1,0
767,1204,272.853,181.032,194.972,167.926,139.793,956.576,47,1,4,0,1,1,1,1,4,4,5,1,0,1,0,0,1,1,1,1,1,0,1,1qaz2wsx3e,0.382595056851762,0.382595056851762,1,0
775,1702,200.827,319.808,336.973,298.077,312.823,1468.508,22,1,4,0,0,0,0,0,0,2,1,5,4,1,0,0,1,1,1,1,1,0,1,97974040D,-2.50407732445777,-2.50407732445777,1,0
799,701,84.186,107.103,175.868,84.747,111.308,563.212,21,1,4,0,0,0,1,1,2,3,4,5,5,1,0,0,1,1,1,1,1,0,1,vignesh123,-0.351154248696229,-0.35115424869623,1,0
800,1348,134.526,199.964,267.986,250.303,284.076,1136.855,30,1,4,0,1,1,1,1,4,5,4,5,4,1,0,0,1,1,1,1,1,0,1,12345678a,1.32871090366079,1.32871090366079,1,0
807,1005,110.091,162.914,168.934,177.487,181.239,800.665,64,1,4,0,0,1,1,1,3,5,5,2,2,1,0,0,1,1,1,1,1,0,1,Peach123,-0.102544076773363,-0.102544076773363,1,0
830,1212,141.968,298.424,220.455,220.667,141.029,1022.543,33,1,4,0,1,0,1,1,3,5,5,3,3,1,0,0,1,1,1,1,1,0,1,qwerty123,0.133984884928895,0.133984884928895,1,0
842,703,118.309,127.282,98.782,79.983,100.037,524.393,29,1,4,0,1,1,1,1,4,5,5,2,3,1,0,0,1,1,1,1,1,0,1,JR8675389,1.09218194195854,1.09218194195854,1,0
862,1679,216.392,298.418,522.222,217.642,239.289,1493.963,27,1,4,0,1,1,1,1,4,4,2,3,4,1,0,0,1,1,1,1,1,0,1,1a1a1a1a,1.32871090366079,1.32871090366079,1,0
898,1103,124.462,187.943,145.953,215.779,210.814,884.951,27,1,4,0,1,0,1,1,3,5,5,2,1,1,0,0,1,1,1,1,1,0,1,9ighowusoh,-0.339073038475621,-0.339073038475621,1,0
907,1449,261.005,272.426,258.915,244.757,216.096,1253.199,32,1,4,0,1,1,0,1,3,5,5,2,2,1,0,0,1,1,1,1,1,0,1,42674267AA,-0.102544076773363,-0.102544076773363,1,0
925,1180,125.327,161.839,192.393,215.274,230.305,925.138,35,1,4,0,0,0,0,0,0,1,1,4,5,1,0,0,1,1,1,1,1,0,1,J11221984C,-2.26754836275551,-2.26754836275551,1,0
962,1147,186.154,183.695,195.658,225.593,213.121,1004.221,25,1,4,0,1,1,1,1,4,4,5,4,1,1,0,0,1,1,1,1,1,0,1,B8sactOP16,0.61912401855402,0.61912401855402,1,0
969,1388,140.19,225.271,235.879,213.76,335.463,1150.563,29,1,4,0,0,0,0,0,0,4,5,1,1,1,0,0,1,1,1,1,1,0,1,123456789A,-3.21366420956454,-3.21366420956454,1,0
973,599,79.278,92.457,83.076,102.785,82.354,439.95,45,1,4,0,1,1,1,1,4,5,4,3,4,1,0,0,1,1,1,1,1,0,1,Arthur0001,1.32871090366079,1.32871090366079,1,0
1016,2625,182.339,341.586,409.973,388.561,262.341,1584.8,36,1,4,0,1,1,1,1,4,5,6,1,0,1,0,0,1,1,1,1,1,0,1,amazon83,0.382595056851762,0.382595056851762,1,0
1038,1135,194.508,216.585,126.577,223.776,144.9,906.346,23,1,4,0,1,1,1,1,4,5,5,1,1,1,0,0,1,1,1,1,1,0,1,V20201996,0.61912401855402,0.61912401855402,1,0
1041,957,143.914,126.968,158.23,169.305,102.645,701.062,42,1,4,0,1,0,1,1,3,5,5,3,3,1,0,0,1,1,1,1,1,0,1,England202,0.133984884928895,0.133984884928895,1,0
1056,696,90.216,93.489,100.4,81.383,101.325,466.813,36,1,4,0,1,0,1,1,3,5,4,3,1,1,0,0,1,1,1,1,1,0,1,vvg5hu7tr,-0.339073038475621,-0.339073038475621,1,0
1101,1027,109.858,144.918,231.397,180.134,155.875,822.182,18,1,4,0,1,0,0,1,2,4,5,4,3,1,0,0,1,1,1,1,1,0,1,A1B2C4JEE,-0.824212172100745,-0.824212172100745,1,0
1152,506,95.896,79.803,88.595,61.973,51.921,378.188,23,1,4,0,1,1,1,0,3,5,4,2,4,1,0,0,1,1,1,1,1,0,1,abcdefg1,0.370513846631153,0.370513846631153,1,0
1200,877,69.84,123.798,135.83,198.928,188.895,717.291,30,1,4,0,1,1,1,1,4,5,5,1,1,1,0,0,1,1,1,1,1,0,1,J335J335,0.61912401855402,0.61912401855402,1,0
1205,2171,406.61,469.962,420.487,267.786,321.148,1885.993,33,1,4,0,1,1,1,1,4,5,5,2,2,1,0,0,1,1,1,1,1,0,1,6K0H7L4J8,0.855652980256278,0.855652980256278,1,0
1220,1428,188.943,274.652,180.669,264.294,201.871,1110.429,27,1,4,0,1,0,1,1,3,5,5,2,0,1,0,0,1,1,1,1,1,0,1,1919ngungu,-0.575602000177879,-0.575602000177879,1,0
1254,1176,181.973,222.672,183.562,225.872,186.118,1000.197,46,1,4,0,1,1,0,1,3,5,4,1,1,1,0,0,1,1,1,1,1,0,1,a12345678s,-0.339073038475621,-0.339073038475621,1,0
1286,1493,145.001,274.457,332.135,213.895,238.754,1204.242,20,1,4,0,1,1,0,1,3,6,6,1,2,1,0,0,1,1,1,1,1,0,1,13579adg,-0.102544076773363,-0.102544076773363,1,0
1308,2279,552.079,664.397,293.748,226.246,136.995,1873.465,24,1,4,0,0,1,1,0,2,6,3,3,3,1,0,0,1,1,1,1,1,0,1,A1E6F4IWAU,-0.824212172100745,-0.824212172100745,1,0
1322,2754,253.437,499.205,706.619,605.003,431.692,2495.956,39,1,4,0,1,1,1,1,4,5,5,4,4,1,0,0,1,1,1,1,1,0,1,GirlsBoo1,1.32871090366079,1.32871090366079,1,0
1345,554,107.361,73.88,46.36,71.224,101.455,400.28,27,1,4,0,1,1,1,1,4,3,5,2,3,1,0,0,1,1,1,1,1,0,1,packers92,1.09218194195854,1.09218194195854,1,0
1367,1938,408.755,184.179,149.44,601.642,177.2,1521.216,28,1,4,0,1,0,0,1,2,4,4,2,1,1,0,0,1,1,1,1,1,0,1,12345678A,-1.29727009550526,-1.29727009550526,1,0
1375,2122,243.839,373.717,440.14,428.502,257.686,1743.884,33,1,4,0,0,0,0,0,0,4,4,4,4,1,0,0,1,1,1,1,1,0,1,A3MJ043QWI,-2.50407732445777,-2.50407732445777,1,0
1382,2680,657.835,535.371,369.817,345.266,465.683,2373.972,23,1,4,0,0,1,1,1,3,4,5,1,1,1,0,0,1,1,1,1,1,0,1,87456509R,-0.339073038475621,-0.339073038475621,1,0
1392,2196,331.322,441.023,258.047,392.333,442.718,1865.443,65,1,4,0,1,1,1,1,4,4,4,0,0,1,0,0,1,1,1,1,1,0,1,Z065950A,0.382595056851762,0.382595056851762,1,0
1393,1542,248.297,436.133,206.616,231.766,240.824,1363.636,63,1,4,0,1,1,1,1,4,5,5,1,1,1,0,0,1,1,1,1,1,0,1,A1234567,0.61912401855402,0.61912401855402,1,0
1409,1066,265.551,190.686,141.322,128.802,178.745,905.106,37,1,4,0,1,1,1,1,4,1,4,1,0,1,0,0,1,1,1,1,1,0,1,L67835692,0.382595056851762,0.382595056851762,1,0
1419,475,69.124,71.266,68.852,75.796,63.28,348.318,37,1,4,0,1,1,1,1,4,5,4,1,1,1,0,0,1,1,1,1,1,0,1,TOPPYTOP25,0.61912401855402,0.61912401855402,1,0
1420,1740,319.728,320.062,233.6,288.16,262.208,1423.758,41,1,4,0,0,1,1,1,3,5,5,2,3,1,0,0,1,1,1,1,1,0,1,Dingle1234,0.133984884928895,0.133984884928895,1,0
1450,1892,228.017,402.904,408.309,336.721,278.654,1654.605,56,1,4,0,1,1,0,1,3,5,4,2,5,1,0,0,1,1,1,1,1,0,1,boof5567,0.607042808333412,0.607042808333411,1,0
1460,1937,222.553,232.212,295.678,209.647,234.946,1195.036,34,1,4,0,1,1,1,1,4,6,6,0,0,1,0,0,1,1,1,1,1,0,1,boobies1,0.382595056851762,0.382595056851762,1,0
1462,1646,206.216,230.07,84.602,139.936,125.157,785.981,32,1,4,0,1,1,0,1,3,5,5,1,1,1,0,0,1,1,1,1,1,0,1,abcd9430,-0.339073038475621,-0.339073038475621,1,0
1476,1651,284.039,293.06,284.654,419.081,214.976,1495.81,31,1,4,0,0,1,1,1,3,5,5,3,3,1,0,0,1,1,1,1,1,0,1,Parallax28,0.133984884928895,0.133984884928895,1,0
1478,2844,533.101,523.256,507.769,501.194,452.334,2517.654,32,1,4,0,1,0,1,0,2,5,2,6,4,1,0,0,1,1,1,1,1,0,1,n3k06187,-0.587683210398488,-0.587683210398488,1,0
1502,984,165.998,161.835,162.313,119.554,233.078,842.778,39,1,4,0,1,0,1,1,3,4,4,1,1,1,0,0,1,1,1,1,1,0,1,Azaz1273ed,-0.339073038475621,-0.339073038475621,1,0
1506,784,103.095,118.006,95.991,114.913,100.974,532.979,58,1,4,0,1,1,1,1,4,5,5,2,2,1,0,0,1,1,1,1,1,0,1,bellabb710,0.855652980256278,0.855652980256278,1,0
1515,2681,770.565,429.343,315.618,258.071,431.244,2204.841,25,1,4,0,1,1,0,1,3,4,5,1,1,1,0,0,1,1,1,1,1,0,1,AXHQ8KURH2,-0.339073038475621,-0.339073038475621,1,0
1517,743,164.048,81.735,93.746,150.133,107.232,596.894,49,1,4,0,1,1,1,1,4,6,4,2,1,1,0,0,1,1,1,1,1,0,1,dinglehop3,0.61912401855402,0.61912401855402,1,0
1524,3428,379.055,667.772,1230.017,123.34,360.032,2760.216,47,1,4,0,1,0,1,1,3,6,5,3,4,1,0,0,1,1,1,1,1,0,1,Tora2g007,0.370513846631153,0.370513846631153,1,0
1559,1128,147.412,234.669,213.993,249.965,153.454,999.493,66,1,4,0,1,1,1,1,4,5,5,2,3,1,0,0,1,1,1,1,1,0,1,Bridget1!,1.09218194195854,1.09218194195854,1,0
1560,1626,225.157,263.107,295.809,346.063,288.117,1418.253,34,1,4,0,0,1,0,1,2,4,4,5,5,1,0,0,1,1,1,1,1,0,1,3905ndu5,-0.351154248696229,-0.35115424869623,1,0
1587,977,225.718,198.208,132.872,123.484,140.201,820.483,46,1,4,0,0,1,0,1,2,5,4,6,4,1,0,0,1,1,1,1,1,0,1,5626Lobo,-0.587683210398488,-0.587683210398488,1,0
1602,707,153.328,129.607,86.487,88.909,69.011,527.342,69,1,4,0,1,1,0,1,3,4,4,4,4,1,0,0,1,1,1,1,1,0,1,1234567A,0.370513846631153,0.370513846631153,1,0
1618,745,80.148,131.772,140.444,153.775,137.022,643.161,24,1,4,0,1,0,0,1,2,5,4,1,2,1,0,0,1,1,1,1,1,0,1,323384SC,-1.060741133803,-1.060741133803,1,0
1630,2096,273.339,402.1,463.533,400.654,363.067,1902.693,30,1,4,0,1,0,1,0,2,3,4,2,3,1,0,0,1,1,1,1,1,0,1,techno15,-0.824212172100745,-0.824212172100745,1,0
1657,2086,233.56,236.615,208.757,631.26,232.754,1542.946,34,1,4,0,1,1,1,1,4,6,6,0,0,1,0,0,1,1,1,1,1,0,1,122product,0.382595056851762,0.382595056851762,1,0
1659,1506,172.866,137.273,239.747,313.624,423.98,1287.49,27,1,4,0,1,1,0,1,3,5,5,1,1,1,0,0,1,1,1,1,1,0,1,A6V6M8IBO0,-0.339073038475621,-0.339073038475621,1,0
1672,4262,94.204,225.861,719.591,2012.471,531.732,3583.859,29,1,4,0,0,1,1,1,3,5,6,2,3,1,0,0,1,1,1,1,1,0,1,hbfc32810,0.133984884928895,0.133984884928895,1,0
1677,995,267.89,139.237,105.578,170.001,139.313,822.019,33,1,4,0,1,0,1,1,3,2,4,5,3,1,0,0,1,1,1,1,1,0,1,sonjouten5,0.133984884928895,0.133984884928895,1,0
